table,source,ref,type,detail
process_manager_administrativelevelwave,cosomis,id=40->5,valeur,created_date: cdd='2023-05-24 07:43:29.252772' mis='2023-09-01 08:23:54.332579' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=40->5,valeur,updated_date: cdd='2023-05-24 07:43:29.252804' mis='2023-09-01 08:23:54.332593' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=40->5,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=41->6,valeur,created_date: cdd='2023-05-24 07:44:19.415174' mis='2023-09-01 08:23:54.332626' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=41->6,valeur,updated_date: cdd='2023-05-24 07:44:19.415204' mis='2023-09-01 08:23:54.332640' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=41->6,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=42->7,valeur,created_date: cdd='2023-05-24 07:44:50.036801' mis='2023-09-01 08:23:54.332673' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=42->7,valeur,updated_date: cdd='2023-05-24 07:44:50.036839' mis='2023-09-01 08:23:54.332687' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=42->7,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=43->8,valeur,created_date: cdd='2023-05-24 07:45:38.876086' mis='2023-09-01 08:23:54.332719' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=43->8,valeur,updated_date: cdd='2023-05-24 07:45:38.876114' mis='2023-09-01 08:23:54.332734' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=43->8,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=44->9,valeur,created_date: cdd='2023-05-24 07:46:35.202375' mis='2023-09-01 08:23:54.332766' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=44->9,valeur,updated_date: cdd='2023-05-24 07:46:35.202406' mis='2023-09-01 08:23:54.332780' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=44->9,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=45->10,valeur,created_date: cdd='2023-05-24 07:47:09.378567' mis='2023-09-01 08:23:54.332812' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=45->10,valeur,updated_date: cdd='2023-05-24 07:47:09.378608' mis='2023-09-01 08:23:54.332826' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=45->10,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=46->11,valeur,created_date: cdd='2023-05-24 07:49:31.934295' mis='2023-09-01 08:23:54.332858' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=46->11,valeur,updated_date: cdd='2023-05-24 07:49:31.934329' mis='2023-09-01 08:23:54.332872' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=46->11,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=47->12,valeur,created_date: cdd='2023-07-07 14:52:45.894572' mis='2023-09-01 08:23:54.332904' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=47->12,valeur,updated_date: cdd='2023-07-07 14:52:45.894604' mis='2023-09-01 08:23:54.332918' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=47->12,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=48->13,valeur,created_date: cdd='2023-07-07 14:53:55.594147' mis='2023-09-01 08:23:54.332950' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=48->13,valeur,updated_date: cdd='2023-07-07 14:54:55.099083' mis='2023-09-01 08:23:54.332965' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=48->13,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=49->14,valeur,created_date: cdd='2023-07-07 14:55:08.876087' mis='2023-09-01 08:23:54.332996' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=49->14,valeur,updated_date: cdd='2023-07-07 14:55:08.876128' mis='2023-09-01 08:23:54.333011' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=49->14,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=50->15,valeur,created_date: cdd='2023-07-07 14:56:00.532176' mis='2023-09-01 08:23:54.333043' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=50->15,valeur,updated_date: cdd='2023-07-07 14:56:00.532210' mis='2023-09-01 08:23:54.333057' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=50->15,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=51->16,valeur,created_date: cdd='2023-07-07 14:57:56.999789' mis='2023-09-01 08:23:54.333089' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=51->16,valeur,updated_date: cdd='2023-07-07 14:57:56.999827' mis='2023-09-01 08:23:54.333103' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=51->16,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=52->17,valeur,created_date: cdd='2023-07-07 14:58:38.500720' mis='2023-09-01 08:23:54.333135' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=52->17,valeur,updated_date: cdd='2023-07-07 14:58:38.500766' mis='2023-09-01 08:23:54.333150' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=52->17,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=53->18,valeur,created_date: cdd='2023-07-07 14:59:35.148344' mis='2023-09-01 08:23:54.333194' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=53->18,valeur,updated_date: cdd='2023-07-07 14:59:35.148379' mis='2023-09-01 08:23:54.333210' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=53->18,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=54->19,valeur,created_date: cdd='2023-07-07 15:08:55.385124' mis='2023-09-01 08:23:54.333242' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=54->19,valeur,updated_date: cdd='2023-07-07 15:08:55.385162' mis='2023-09-01 08:23:54.333256' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=54->19,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=55->20,valeur,created_date: cdd='2023-07-07 15:09:29.808290' mis='2023-09-01 08:23:54.333288' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=55->20,valeur,updated_date: cdd='2023-07-07 15:09:29.808328' mis='2023-09-01 08:23:54.333302' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=55->20,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=56->21,valeur,created_date: cdd='2023-07-07 15:15:32.296182' mis='2023-09-01 08:23:54.333338' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=56->21,valeur,updated_date: cdd='2023-07-07 15:15:32.296221' mis='2023-09-01 08:23:54.333353' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=56->21,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=57->22,valeur,created_date: cdd='2023-07-07 15:16:54.689346' mis='2023-09-01 08:23:54.333385' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=57->22,valeur,updated_date: cdd='2023-07-07 15:16:54.689387' mis='2023-09-01 08:23:54.333399' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=57->22,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=58->23,valeur,created_date: cdd='2023-07-07 15:18:13.253470' mis='2023-09-01 08:23:54.333431' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=58->23,valeur,updated_date: cdd='2023-07-07 15:18:13.253516' mis='2023-09-01 08:23:54.333445' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=58->23,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=59->24,valeur,created_date: cdd='2023-07-07 15:18:40.034297' mis='2023-09-01 08:23:54.333477' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=59->24,valeur,updated_date: cdd='2023-07-07 15:18:40.034340' mis='2023-09-01 08:23:54.333491' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=59->24,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=60->25,valeur,created_date: cdd='2023-07-07 15:19:06.717917' mis='2023-09-01 08:23:54.333523' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=60->25,valeur,updated_date: cdd='2023-07-07 15:19:06.717958' mis='2023-09-01 08:23:54.333537' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=60->25,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=61->26,valeur,created_date: cdd='2023-07-07 15:37:52.932015' mis='2023-09-01 08:23:54.333572' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=61->26,valeur,updated_date: cdd='2023-07-07 15:37:52.932057' mis='2023-09-01 08:23:54.333587' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=61->26,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=62->27,valeur,created_date: cdd='2023-07-07 15:38:15.962275' mis='2023-09-01 08:23:54.333618' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=62->27,valeur,updated_date: cdd='2023-07-07 15:38:15.962313' mis='2023-09-01 08:23:54.333633' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=62->27,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=63->28,valeur,created_date: cdd='2023-07-07 15:38:41.446636' mis='2023-09-01 08:23:54.333664' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=63->28,valeur,updated_date: cdd='2023-07-07 15:38:41.446682' mis='2023-09-01 08:23:54.333679' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=63->28,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=64->29,valeur,created_date: cdd='2023-07-07 15:39:03.244528' mis='2023-09-01 08:23:54.333711' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=64->29,valeur,updated_date: cdd='2023-07-07 15:39:03.244570' mis='2023-09-01 08:23:54.333725' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=64->29,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=65->30,valeur,created_date: cdd='2023-08-07 12:03:04.936222' mis='2023-09-01 08:23:54.333761' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=65->30,valeur,updated_date: cdd='2023-08-07 12:03:04.936259' mis='2023-09-01 08:23:54.333776' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=65->30,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=66->31,valeur,created_date: cdd='2023-08-07 12:03:29.178135' mis='2023-09-01 08:23:54.333808' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=66->31,valeur,updated_date: cdd='2023-08-07 12:03:29.178177' mis='2023-09-01 08:23:54.333825' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=66->31,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=67->32,valeur,created_date: cdd='2023-08-07 12:03:57.474456' mis='2023-09-01 08:23:54.333857' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=67->32,valeur,updated_date: cdd='2023-08-07 12:03:57.474488' mis='2023-09-01 08:23:54.333871' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=67->32,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=68->33,valeur,created_date: cdd='2023-08-07 12:04:25.912325' mis='2023-09-01 08:23:54.333903' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=68->33,valeur,updated_date: cdd='2023-08-07 12:04:25.912359' mis='2023-09-01 08:23:54.333918' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=68->33,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=69->34,valeur,created_date: cdd='2023-09-01 07:48:22.970305' mis='2023-09-01 08:23:54.333950' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=69->34,valeur,updated_date: cdd='2023-09-01 07:48:22.970341' mis='2023-09-01 08:23:54.333964' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=69->34,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=70->35,valeur,created_date: cdd='2023-09-01 07:48:49.788276' mis='2023-09-01 08:23:54.333996' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=70->35,valeur,updated_date: cdd='2023-09-01 07:48:49.788311' mis='2023-09-01 08:23:54.334010' (CDD gagne)
process_manager_administrativelevelwave,cosomis,id=70->35,valeur,project_id: cdd='4' mis='1' (CDD gagne)
process_manager_administrativelevelwave,-,-,rapprochement,35 appariées / 24 nouvelles après résolution du concept Project (subprojects_project → process_manager_project par name).
auth_user_groups,cosomis,id=2,doublon_liaison,"['user_id', 'group_id']=('6', '1') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=3,doublon_liaison,"['user_id', 'group_id']=('5', '1') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=6,doublon_liaison,"['user_id', 'group_id']=('3', '3') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=7,doublon_liaison,"['user_id', 'group_id']=('7', '6') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=8,doublon_liaison,"['user_id', 'group_id']=('10', '9') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=9,doublon_liaison,"['user_id', 'group_id']=('11', '7') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=10,doublon_liaison,"['user_id', 'group_id']=('12', '8') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=11,doublon_liaison,"['user_id', 'group_id']=('13', '8') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=12,doublon_liaison,"['user_id', 'group_id']=('14', '8') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=15,doublon_liaison,"['user_id', 'group_id']=('19', '4') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=18,doublon_liaison,"['user_id', 'group_id']=('22', '4') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=19,doublon_liaison,"['user_id', 'group_id']=('20', '4') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=20,doublon_liaison,"['user_id', 'group_id']=('24', '12') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=21,doublon_liaison,"['user_id', 'group_id']=('25', '12') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=22,doublon_liaison,"['user_id', 'group_id']=('26', '12') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=23,doublon_liaison,"['user_id', 'group_id']=('21', '4') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=29,doublon_liaison,"['user_id', 'group_id']=('16', '2') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=30,doublon_liaison,"['user_id', 'group_id']=('16', '13') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=31,doublon_liaison,"['user_id', 'group_id']=('16', '14') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=32,doublon_liaison,"['user_id', 'group_id']=('16', '16') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=33,doublon_liaison,"['user_id', 'group_id']=('15', '2') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=34,doublon_liaison,"['user_id', 'group_id']=('15', '14') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=35,doublon_liaison,"['user_id', 'group_id']=('15', '16') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=37,doublon_liaison,"['user_id', 'group_id']=('41', '14') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=38,doublon_liaison,"['user_id', 'group_id']=('41', '17') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=56,doublon_liaison,"['user_id', 'group_id']=('49', '11') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=57,doublon_liaison,"['user_id', 'group_id']=('49', '18') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=58,doublon_liaison,"['user_id', 'group_id']=('49', '19') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=59,doublon_liaison,"['user_id', 'group_id']=('47', '11') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=60,doublon_liaison,"['user_id', 'group_id']=('47', '18') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=61,doublon_liaison,"['user_id', 'group_id']=('47', '19') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=62,doublon_liaison,"['user_id', 'group_id']=('46', '11') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=63,doublon_liaison,"['user_id', 'group_id']=('46', '18') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=64,doublon_liaison,"['user_id', 'group_id']=('46', '19') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=68,doublon_liaison,"['user_id', 'group_id']=('48', '11') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=69,doublon_liaison,"['user_id', 'group_id']=('48', '18') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=70,doublon_liaison,"['user_id', 'group_id']=('48', '19') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=74,doublon_liaison,"['user_id', 'group_id']=('31', '14') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=75,doublon_liaison,"['user_id', 'group_id']=('31', '16') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=76,doublon_liaison,"['user_id', 'group_id']=('31', '17') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=77,doublon_liaison,"['user_id', 'group_id']=('33', '14') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=78,doublon_liaison,"['user_id', 'group_id']=('33', '16') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=79,doublon_liaison,"['user_id', 'group_id']=('33', '17') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=83,doublon_liaison,"['user_id', 'group_id']=('42', '14') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=84,doublon_liaison,"['user_id', 'group_id']=('42', '17') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=85,doublon_liaison,"['user_id', 'group_id']=('30', '14') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=86,doublon_liaison,"['user_id', 'group_id']=('30', '17') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=88,doublon_liaison,"['user_id', 'group_id']=('8', '2') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=89,doublon_liaison,"['user_id', 'group_id']=('8', '22') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=91,doublon_liaison,"['user_id', 'group_id']=('2', '21') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=94,doublon_liaison,"['user_id', 'group_id']=('58', '18') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=95,doublon_liaison,"['user_id', 'group_id']=('59', '18') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=105,doublon_liaison,"['user_id', 'group_id']=('45', '11') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=106,doublon_liaison,"['user_id', 'group_id']=('45', '18') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=107,doublon_liaison,"['user_id', 'group_id']=('45', '19') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=108,doublon_liaison,"['user_id', 'group_id']=('60', '5') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=109,doublon_liaison,"['user_id', 'group_id']=('61', '5') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=110,doublon_liaison,"['user_id', 'group_id']=('62', '5') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=111,doublon_liaison,"['user_id', 'group_id']=('63', '3') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=113,doublon_liaison,"['user_id', 'group_id']=('65', '3') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=114,doublon_liaison,"['user_id', 'group_id']=('66', '12') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=115,doublon_liaison,"['user_id', 'group_id']=('44', '11') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=116,doublon_liaison,"['user_id', 'group_id']=('44', '18') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=117,doublon_liaison,"['user_id', 'group_id']=('44', '19') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=118,doublon_liaison,"['user_id', 'group_id']=('67', '18') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=121,doublon_liaison,"['user_id', 'group_id']=('70', '17') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=123,doublon_liaison,"['user_id', 'group_id']=('69', '12') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=124,doublon_liaison,"['user_id', 'group_id']=('69', '17') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=125,doublon_liaison,"['user_id', 'group_id']=('68', '17') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=126,doublon_liaison,"['user_id', 'group_id']=('18', '4') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=127,doublon_liaison,"['user_id', 'group_id']=('18', '24') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=128,doublon_liaison,"['user_id', 'group_id']=('79', '29') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=129,doublon_liaison,"['user_id', 'group_id']=('29', '30') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=130,doublon_liaison,"['user_id', 'group_id']=('81', '28') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=131,doublon_liaison,"['user_id', 'group_id']=('82', '12') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=133,doublon_liaison,"['user_id', 'group_id']=('50', '11') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=134,doublon_liaison,"['user_id', 'group_id']=('50', '18') déjà présent côté CDD → ligne abandonnée"
auth_user_groups,cosomis,id=135,doublon_liaison,"['user_id', 'group_id']=('50', '19') déjà présent côté CDD → ligne abandonnée"
